id,full_text,label,annotator
1360931405212049410,"Σημεία από τη συνέντευξή μου στον Αρτ TV
https://t.co/1Gr9v6okhy",0,annotator_3
1411747190968565768,"ΔΕΥΤΕΡΑ 5/7 ΣΤΙΣ 11 Ο @velopky στον @FOCUSFM1036 με αμείλικτα επιχειρήματα ξεμπροστιάζει την #κυβερνηση_Μητσοτακη για τον ωμό εκβιασμό των Ελλήνων, μέσα από τις ΑΝΤΙΣΥΝΤΑΓΜΑΤΙΚΕΣ &amp; ΟΛΟΚΛΗΡΩΤΙΚΕΣ πολιτικές!
https://t.co/UlUEPZ0bVr
2310500676-7 https://t.co/AhPJxUVFZR",-1,annotator_3
1369660420194205698,"Ας αναλογιστεί ο αρμόδιος υπουργός αλλά κυρίως ο πρωθυπουργός ότι με βία και ένα τέτοιο κλίμα στην ελληνική αστυνομία και στην ελληνική κοινωνία δεν βοηθάμε ούτε την κοινωνική ειρήνη, ούτε την πρόοδο και την κοινωνική ευημερία.",-1,annotator_3
1407967727692750850,"Lest I be misunderstood: Given the EU's post-2008 trajectory, &amp; its behaviour more recently, if I were a Brit I wouldn't want the UK to re-join. My dream is that those of us still in the EU succeed in transforming it into a Union the UK might want to join.
https://t.co/g1DP2mxjgM",0,annotator_3
1360984263647236099,"Από αύριο Υπ.ΑΑΤ και ΕΛΓΑ πρέπει να προχωρήσουν σε ριζοσπαστικές κινήσεις και γενναίες αποφάσεις ώστε οι αποζημιώσεις να είναι άμεσες,έγκαιρες και δίκαιες,αν δεν θέλουμε να χαθεί μια ολόκληρη γενιά αγροτών. https://t.co/1bzLplqvyF",0,annotator_3
1420662567622647810,Το καλοκαίρι είναι η αγαπημένη περίοδος της κας Κεραμέως. Της αρέσει να νομοθετεί καλοκαίρι γιατί φοβάται τον διάλογο και τις κοινωνικές αντιστάσεις https://t.co/TtIVtVP0lr,-1,annotator_3
1385865732299370497,"Ποιος σκοτώνει
την ανάταξη;

(Άρθρο στην εφημερίδα «ΤΑ ΝΕΑ», 24/04/2021)
https://t.co/XOLyOwEj72 https://t.co/ARQq4Zr9x6",0,annotator_3
1390282935140593664,"Επίσκεψη στο Κτηματολογικό Γραφείο Δυτικής Ελλάδας, με έδρα την Πάτρα. 
Πρόκειται για το 7ο Κτηματολογικό Γραφείο της χώρας μας, που εξυπηρετεί συναλλαγές πολιτών σχετικά με 550.000 δικαιώματα._

#Αχαΐα #Πάτρα #Κτηματολόγιο https://t.co/HprDpQXuDG",0,annotator_3
1415616997040218115,"Δύο δημιουργικά χρόνια στο @MinEduGR. Δύο χρόνια διαμορφώνουμε όλοι μαζί την Παιδεία του αύριο.  

Στρέφουμε το βλέμμα μας σε όσα πετύχαμε όλοι μαζί αυτά τα δύο ιδιαίτερα χρόνια. 
Διαβάστε περισσότερα στον σύνδεσμο 👉 https://t.co/GpEK8v8h6l  

Συνεχίζουμε δυναμικά. 
#ΣτηνΠράξη https://t.co/e6lCCpSRP7",1,annotator_3
1384070241903288328,"➡️ Επίσκεψη στο Mega Εμβολιαστικό Κέντρο της Πάτρας και ξενάγηση  στις εγκαταστάσεις του. 
➡️ Είχα την ευκαιρία να συνομιλήσω με την υπεύθυνη του κέντρου Επισμηναγό Μαρία Κουράκου, το προσωπικό και τους εμβολιαζόμενους συμπολίτες μας._

#Αχαΐα #Πάτρα #εμβόλιο https://t.co/W9D1z0luzp",0,annotator_3
1364294299031121921,"""Οι #καναλάρχες έσπευσαν να εφαρμόσουν τα όσα #αντεργατικά νομοθέτησε η #κυβέρνηση"", τονίζουν σε κοινή δήλωσή τους ο Τομεάρχης Ψηφιακής Διακυβέρνησης, @marios_katsis και η αν. Τομεάρχης Ενημέρωσης και Επικοινωνίας του ΣΥΡΙΖΑ - ΠΣ, @NatasaGkara https://t.co/ZhMzTkq1hP",0,annotator_3
1360506491502002179,Ν. Συρμαλένιος: Η πολιτική της κυβέρνησης στη διαχείριση της τουρκικής επιθετικότητας είναι άτολμη και άβουλη – Συνέντευξη στον Γαβριήλ Αβραμίδη https://t.co/hVUR5kj0Hp via @Politispress - Η έγκυρη ενημέρωση online,0,annotator_3
1391786522794504192,"Δυστυχώς στην ΝΔ λένε αλλαντάλλων. Κυβέρνηση παρωδία. Το πρωί λένε άλλα, το μεσημέρι άλλα, το απόγευμα άλλα και την άλλη μέρα κάνουν άλλα. @ellinikilisi https://t.co/OEN5OCexna",-1,annotator_3
1359550057369001987,"Χωρίς τη νέα γενιά δεν μπορούμε να προχωρήσουμε μπροστά. Και αυτό οφείλουμε να το θυμόμαστε όλοι στην πράξη, στην άσκηση κάθε μικρής και μεγάλης πολιτικής. Ελευθερία για τους φοιτητές και τους καθηγητές στο πανεπιστήμιο χωρίς ασφάλεια δεν μπορεί να υπάρξει. #Βουλη #παιδεια",0,annotator_3
1383703751324667905,"Η κυβέρνηση της ΝΔ μήπως ενδόμυχα τρομάζει στην ιδέα πως το εμβόλιο sputnik θα την ""στείλει στο σπίτι"" της;...
Ποιόν νομίζουν πως κοροϊδεύουν, οι κύριοι της ΝΔ, τον ελληνικό λαό ή τους εαυτούς τους;  Την @ellinikilisi σίγουρα όχι, πάντως! @velopky https://t.co/Z2FYmgqOi7",-1,annotator_3
1382932077188947970,📌Στις 09:15 ραδιοφωνική συνέντευξη στον Γ.Πρετεντέρη στο Θέμα Radio 104.6 @thema_radio,0,annotator_3
1354326423985647617,"Η επανεκκίνηση των διευρευνητικών επαφών είναι ένα καλό βήμα. Η Τουρκία έχει δείξει διάθεση για αλλαγή πλεύσης, το θέμα είναι αυτή η διάθεση και συμπεριφορά να χαρακτηρίζονται από σταθερότητα, διάρκεια και συνέπεια. Στο @SkaitvGR με τους @dimoikonomu &amp; @M_anasta. #simera https://t.co/dDCaVpiWuH",1,annotator_3
1372193841391013892,"#georgelogiadis​​​ #heraklion​​​ #crete​​​ #mera25_gr
https://t.co/d3Jil4PBLI",0,annotator_3
1405055218551820291,"Κοινή αναφορά κατέθεσαν οι βουλευτές Κρήτης του ΣΥΡΙΖΑ για τον «αποκλεισμό» από την Κυβέρνηση των μικρών τουριστικών καταλυμάτων από το πρόγραμμα στήριξης τουρισμού.

https://t.co/0OkTwz3CRi https://t.co/EgIPYsOcbH",0,annotator_3
1383671269875347463,Όχι φρεγάτες Γαλλικές επίσης  όχι συμμαχική συμφωνία με Γάλλους,-1,annotator_3
1367205047856230400,"Με υποδειγματική ψυχραιμία και επαγγελματισμό, ο Διευθυντής και οι συνάδελφοί του κατάφεραν να εκκενώσουν τάχιστα το σχολείο και να βγάλουν σώους τους 63 μαθητές. Τους αξίζουν θερμά συγχαρητήρια. https://t.co/zwy0bhOAuM",1,annotator_3
1387736569461755905,Οι ειδικοί εξηγούν: Γιατί είπαμε «όχι» στη μουσική στην εστίαση https://t.co/ghUn6x4NUm,0,annotator_3
1370706961675784193,Η εγκληματική επιθεση στο @skaigr είναι το αποτέλεσμα της στοχοποίησης που συστηματικά δέχονται τα ΜΜΕ.,0,annotator_3
1390993249637216262,Ο θετικός απόηχος του #MeToo Greece είναι η ευρεία επίγνωση του προβλήματος της βίας και κακοποίησης στον εργασιακό χώρο. Ας εκμεταλλευτούμε το μομέντουμ για να δημιουργήσουμε μια κουλτούρα σεβασμού και αποδοχής του ανθρώπου και της προσωπικότητάς του. https://t.co/U1sLivs4uK,1,annotator_3
1405775787119169544,Τι έχουν να πουν οι νδημοκρατες φανατισμένοι τώρα; Όταν ο @velopky αντιδρούσε για αγωγό ΤΑΡ και υπέγραφε η ΝΔ με τον τουρκοφιλο Αλιεφ;¨Τέτοιο βήμα μπορούμε να κάνουμε και στη Λιβύη με τον αδερφό μου τον Αλίεφ¨ (περί έρευνας και εξόρυξης..) . @ellinikilisi https://t.co/SnQ1RjP6w4,-1,annotator_3
1361941463274115073,Η Τουρκία νιώθει ότι η Αμερική την σνομπάρει. Θέλει να αναγνωριστεί διεθνώς ως χώρα με ειδικό καθεστώς: να διαβάζει όπως θέλει το διεθνές δίκαιο και να εφαρμόζει το κράτος δικαίου κατά περίπτωση. Οι ΗΠΑ δεν αναγνωρίζουν στην Τουρκία αυτήν την ιδιαιτερότητα. @skaigr @SkaitvGR,0,annotator_3
1417442250422902784,"Πάλι διχάζετε τους Έλληνες και πάλι βασίζεστε στους Αμερικανούς! Έτσι χάσαμε την Κύπρο! Όλη η αλήθεια για πρώτη φορά στο κοινοβούλιο…

@velopky @ellinikilisi https://t.co/zktVANXuD4",-1,annotator_3
1395261029735616512,Τι έκαναν για την πανδημία οι κύριο της Κυβέρνησης; Πού είναι το φάρμακο; Τίποτα δεν κάνουν . Αλλά  το εμβόλιο είναι μπίζνα για κάποιους @velopky @ellinikilisi https://t.co/ciuFRaqFpj,-1,annotator_3
1361616850191286273,"Πρωτεύουσα χώρας... με 4 εκατοστά χιόνι... χωρίς δρόμους, χωρίς ρεύμα, χωρίς νερό και θέρμανση! Ντροπή! #ΥΠΑΡΧΕΙΛΥΣΗ @ellinikilisi @velopky https://t.co/WuY8DdqCvT",-1,annotator_3
1401892917896220672,"(1/3) Όπως τόνισα στην Υβριδική Σύσκεψη που πραγματοποιήθηκε στο Διοικητήριο σήμερα το μεσημέρι, με θέμα: «Αντιπυρική περίοδος 2021 – Ενημέρωση για την κατάσταση τον Ιούνιο», η Κυβέρνηση του @PrimeministerGR Κυριάκου Μητσοτάκη έχει βάλει σε πρώτη γραμμή τις αναδασώσεις, https://t.co/xhKdzkCX9Q",0,annotator_3
1405211116205232130,"και ρεαλιστικά φιλόδοξο σχέδιο, όπως αποδεικνύει το γεγονός ότι είναι ένα από τα πρώτα σχέδια που εγκρίνονται από την Ευρωπαϊκή Επιτροπή». @EIB #meeting",0,annotator_3
